,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc
club,-30.014668487108445,3809.7613906153224,3513.7874197063315,2418.77442060724,-761.9392924395598,-14938.467778582642,-16486.59270359781,684.342591688282,989.6418318281724,-18.509035239588947,-0.1180610166440344,-49612.975330982095,-0.0005846684820279,0.0095602775390949,0.0063452483489842,-0.011184954389491,-0.1057416307969745,1.8222880915737831,-0.5068706352734461,-0.180703872238659,-10.034089477088049,0.8011018476975658,-0.1785070296866217,-3.547768176512046,51.23628449951956,-0.7752051792468029,0.2249272829688579,-2.9163475903427214,-1.5683289204266204,-82.52861613046944,-210.6062268851192,-32.371985658852154,0.6844638060370527
mcdonald,-91.1081195172806,-6061.7106240538615,-945.4988415969387,-1772.6714001926694,-2123.0916069422983,-10329.75481949664,-1239.1585211077695,-804.8881372228343,382.06559455509415,-10.796043568702189,-0.0802448830174252,2254.3730900761275,-5.3022259684753906e-05,-0.042434703138487,-0.0063634914684291,0.0028644240466584,0.1683848792969333,0.0418220871461687,-0.0303934101559885,-0.0121051931064655,16.80759827098872,1.0492300693106391,-0.2313261010968716,12.717902754510352,-5.258935803346976,-2.7208851356954313,0.9408114075435856,-9.317819634880324,6.834202487593741,-20.543346233481735,-70.56380422105224,39.81041273163714,-0.1374764239524291
purslane,-113.12218873152194,-6371.147973644744,-2271.9756448276785,-2712.7567594545426,-568.9793177615322,-5299.801711460871,-1530.7824012680871,-7527.15773510359,-2044.9731804587643,-22.963039633319717,0.2461367285035517,23232.64227010184,-0.0013035745770543,-0.1850939786685628,0.0404184987726709,-0.0229770556068455,-0.0662007074153666,-2.5204924401777,0.1089566834940832,-0.2200999285134885,-0.022023370039752,0.0424136464338,-0.3640675947661981,0.0638374026539412,53.137822180041326,-1.5396011936403535,-0.4800513988288829,31.238227125728308,-2.9329887313265273,-81.64876364499452,166.47918867189182,-18.73067733837679,-0.8456379320094122
roast,318.49035970940633,10514.595308642429,2098.3078105458453,1561.2375134817216,1489.193128941873,2750.8503343767043,1256.6136799737233,50064.77444310075,398.2180348805117,140.25896862917588,0.11087682144893,124240.54060773228,0.0010270749247805,0.435043126719139,0.3741174709221067,0.0120041474102825,0.2681268713027847,7.4834025358632035,5.547347354940788,1.510209611747134,4.737522507380525,0.2131190293846812,0.199354925661732,-0.0467549631091722,3.689243360785037,17.0100774264968,0.8010064389501094,46.3484943466087,15.46844935215044,291.79735014896414,630.0500413427826,204.53542852078465,2.186618639600318
ms,-37.57790179860645,-3907.9701245006177,997.6505432121112,-2559.501953365111,-1033.1419376400622,-3925.513268329573,-8242.438531924527,-927.5748540319285,-128.7346191238399,5.444815895469489,-0.0288750600965356,-5360.915197519917,0.003838176285439,0.0277038037842259,0.0065199471121566,0.0005799356845097,0.0050586741758615,-0.367031160347845,-0.236226184427256,-0.0097671501624416,-2.1735443059932416,-0.7875884798387722,-0.4635453630550866,-0.1840947455444407,-12.466485462175886,-8.756723599478473,-0.2225793432892688,-12.787954433491272,-6.11494578067021,-24.511499911754523,13.413022059099848,-30.44413022941065,-0.2956687801056921
abalone,88.99999999999915,599.9999999999465,99.9999999998859,19.999999999990685,90.9999999999677,5099.999999999983,-1.8259873236352018e-13,14499.999999999976,1.1371105070638578e-11,72.30000000000024,0.3000000000000016,63399.99999999986,5.6000000000059136e-05,0.2000000000000001,0.0379999999999998,0.0569999999999998,0.0899999999999995,1.2999999999999985,2.5999999999999983,0.099999999999999,1.6999999999998816,-3.751260890324005e-14,3.3999999999999915,0.0429999999999872,26.39999999999955,0.1999999999996786,2.69999999999999,40.79999999999999,0.0139999999999634,161.4999999999999,212.49999999999991,0.0950000000001847,0.6999999999999749
extra,12.368269410263787,-768.5299045363535,-420.4557118223624,-759.0917625087309,201.7057440807048,3831.900763500086,1095.3557548149531,1524.9009767372472,1631.5286179385212,-4.832712246518667,0.0295495142165836,8212.782409778558,0.0001970379542125,0.0222315163509532,0.0231197260857049,0.0403975807413422,-0.0205161713336619,0.4098865716291747,0.0403470524845654,0.0457025515355536,1.1533172826510003,0.2886999277603675,0.0124298138084606,-0.2144836980357367,2.3765019925702116,2.867491766058271,0.1701074610322314,7.777237098092087,1.3945508959810944,17.822708890184312,75.12015398820486,7.334184719678994,0.2156695471856565
feta,-61.727633434335765,-4864.174935466846,-589.0817189202744,-2343.585213408717,-1490.4385021933838,-3963.607656305029,-253.5923311995388,-2016.764778991473,-197.63933434825103,-11.393735663169352,0.1392626705286438,-4832.937659874917,-0.000156175961332,0.0291677345073779,0.0215955012298069,0.0607804227628367,0.2114956841182242,-1.0383176863217831,0.251901170202626,0.0155330298039018,-0.1881399529192047,0.6825959414665028,-0.1884030134150345,0.9973507265201936,37.425983943056686,-0.1542056434590284,-0.4584411250142831,-8.366749959540872,2.5708318651956135,-39.453911180984946,-115.77359840144914,30.082126687941205,0.1460046265006705
pectin,163.00000000000037,199.9999999999832,52.0000000000263,92.99999999999268,76.00000000001323,45200.00000000006,5.4080651418376895e-12,199.9999999999801,4299.999999999994,-2.7756558087834182e-14,0.1000000000000009,4399.999999999794,-8.577666067226443e-18,0.0420000000000003,0.0249999999999999,-1.3366820628018388e-16,0.0209999999999997,0.0170000000000093,0.0230000000000004,0.0630000000000002,-7.277177124085817e-15,-3.7242526810007894e-14,-4.0519191083964213e-16,-5.928752387026635e-15,3.4999999999999605,0.1999999999997486,1.399999999999998,0.4999999999999733,0.0939999999999703,0.9999999999999286,3.499999999999877,-6.89787981383368e-13,0.1999999999999955
raw,195.3819947861384,10363.586022401423,3506.9943546558497,4351.359703125279,1129.079573987579,12727.131728455455,1615.946147604427,12418.53795885956,3013.2754987798107,30.556293959613164,-0.0574825298724321,58762.68033688976,0.0010677884548038,0.3887572539591445,0.0320694442696165,0.015135874720884,0.1774807169700911,4.4937771214315365,-0.2178820958686084,0.3236846634393624,11.188934171989397,0.4026280008182481,0.5029091215183447,-0.1588186077729695,19.43155289784542,-3.159665953508903,2.2332735318952848,43.476866147392535,-1.6434120024691063,197.66805049472163,379.6900469131409,-28.8421666323552,1.736469937002763
leather,8.679155471122687,710.4736774875294,-3512.3540088671707,768.0508716837751,-313.31434915860586,675.6955081359815,-3180.406530550107,1787.1421508118185,-1554.280978853236,19.871782491237056,0.1159767388286407,-681.1343261184174,0.0006672092987949,0.0429545720983953,0.0439957716527883,-0.0036288115257141,0.0998041981975784,0.247590214469028,-0.0087254170911216,0.0210209129547231,23.12554369726778,0.8355247919526405,-0.7050377225805416,0.4012193370313037,7.8273189881410525,4.025975639457666,-0.1386042288821125,-1.142340392705501,0.6014656665368514,16.62621618138827,55.417643003442755,-8.689210406814635,0.2323041728931769
shank,376.0631506937143,17984.61235657729,899.9804566381147,6972.221982453571,3077.339641336565,-5492.281246938283,-341.6372563347985,59134.61640706184,-801.7814485530203,111.1359807756059,0.0009702587217311,185171.088288285,-0.0009526209163559,-0.1029797207495902,0.0815694717970007,-0.0246209515478595,0.1597607444096861,17.73099806157195,3.7152033801412823,1.1024966414385369,-7.453109829245735,-0.0286199793715661,0.2251932888308419,0.0856317326227082,66.04386179544429,1.395167938272885,5.117364626488404,51.92657888074092,3.58063899165501,454.632849813684,773.7535278741412,51.010936771048875,10.80026248068164
grouper,109.8778112684776,-3971.147973644743,-1671.9756448276307,-2212.756759454534,231.0206822384316,-8099.801711460951,-1530.7824012680906,41372.84226489631,-2044.9731804587595,72.38696036668028,0.1631367285035513,126232.64227010169,-0.0012035745770543,-0.0520939786685622,0.0344184987726664,0.0410229443931542,-0.0997007074153663,-2.0704924401776976,1.864956683494074,0.5029000714865105,-10.572023370039515,0.0424136464337417,-0.3640675947661927,0.0638374026539359,50.437822180042026,-1.5846011936402264,0.919948601171114,55.58822712572828,-3.1244887313265695,241.85123635500537,884.9291886718908,-18.68117733837941,0.1228620679905888
